UID,Timestamp,Status,Videos Count,Query,Random Topic,Augmented Query 1,Augmented Query 2,Time to copy audio,Time to load and transform video,Time to load and transform audio,Time to load and transform text,Time to get ImageBind inputs,Time to get ImageBind embeddings,Video ID 1,Video Value 1,Video Selected 1,Video ID 2,Video Value 2,Video Selected 2,Video ID 3,Video Value 3,Video Selected 3,Video ID 4,Video Value 4,Video Selected 4,Video ID 5,Video Value 5,Video Selected 5,Video ID 6,Video Value 6,Video Selected 6,Video ID 7,Video Value 7,Video Selected 7,Video ID 8,Video Value 8,Video Selected 8,Video ID 9,Video Value 9,Video Selected 9,Video ID 10,Video Value 10,Video Selected 10,Video ID 11,Video Value 11,Video Selected 11,Video ID 12,Video Value 12,Video Selected 12,AvScore
199,2024-06-18 06:21:28.745,not_blacklisted,8,The Discovery of Penicillin by Alexander Fleming,Sports tests and survival in extreme conditions\,Arctic Sports Endurance Championships.,"Sports tests in arctic conditions: skiing, ice climbing, and survival in Greenland.",1.0379183292388916,27.136327028274536,1.6759755611419678,0.18527507781982422,30.03747582435608,0.07567811012268066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 06:22:25.123,not_blacklisted,8,Space tourism developments,Reviews of the best goals and skills of specific players throughout their careers\,,,,,,,,,kCzD81l6iTc,0.12508223950862885,false,xp49ACSHVys,0.18521451950073242,false,BSqiW6xFKFs,0.1914261281490326,false,1iaZfjHwhj0,0.16880151629447937,false,0a4JrJlwKek,0.13320936262607574,false,EDU6vitwO0w,0.17514553666114807,false,Xe3hfbSTVxk,0.17577733099460602,true,Iie1NbRtStk,0.14740580320358276,false,6cOm_EkewOo,0.16857650876045227,false,a9LoEYNLL10,0.18394458293914795,true,whEMCl_EphA,0.1544373631477356,false,XLEjsxj_MF8,0.1521548330783844,false,
87,2024-06-18 06:24:49.073,not_blacklisted,8,The cultural evolution of comic books,Tips for skin care after laser hair removal procedure.\,"Laser hair removal tips for sensitive skin, post-procedure care.",Tips for post-laser hair removal skin care after Soprano Ice treatment in New York City.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 06:25:05.275,not_blacklisted,8,Different types of ecosystems,What are cryptocurrency investment platforms and their advantages\,,,0.953265905380249,23.016034364700317,3.3140065670013428,0.19850659370422363,27.494039058685303,0.07408285140991211,b4-Ryh2VYfM,0.25415244698524475,false,Zz6y0BgjwMY,0.29291558265686035,false,bToioeMDrfE,0.3166748881340027,true,mecTI_mg55Y,0.22395284473896027,false,5eeOI86SutQ,0.19763176143169403,true,SiSc8hQKDEk,0.2971007823944092,false,QeX_hbHQY8A,0.24110610783100128,false,vUWm1kr-6ss,0.2609264552593231,false,ZAIYgn3dzJo,0.2701794505119324,false,zVsktAi6qXo,0.26465559005737305,false,sfgKC5UzlGM,0.2572793960571289,false,0jW7jTGW8I4,0.17508983612060547,true,
166,2024-06-18 06:30:16.873,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 06:31:51.664,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-06-18 06:39:05.413,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-18 06:41:29.720,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 06:47:18.117,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-06-18 06:47:20.896,not_blacklisted,8,The psychology of color in marketing,"Humanitarian crisis news: refugees, famine, humanitarian missions\","Refugee crisis in Syria, 2022, relief efforts, Teknium's assistance",\uc0\u55349 \u56807 \u55349 \u56821 \u55349 \u56818  \u55349 \u56814 \u55349 \u56827,2.3861823081970215,16.70981788635254,1.208312749862671,0.1965951919555664,20.507693767547607,0.06956148147583008,FNuyGSAGXxg,0.22895875573158264,true,Svyp1lKIu40,0.27240294218063354,true,yXWdPnSsbCY,0.2654106616973877,true,SY4kM0Vgtjw,0.38929861783981323,true,xPBaYKfsTrc,0.33204734325408936,true,OUhIwGBKMYU,0.27866965532302856,true,5l6Jb89dY1I,0.2969781458377838,true,cgWFlC6-IZI,0.293990820646286,true,zwZC2h1aYuY,0.2925807237625122,true,YOb2uEBHEZ0,0.3233710825443268,true,jm4vQWZqFBA,0.24693122506141663,true,,,,0.44
87,2024-06-18 06:50:27.104,not_blacklisted,8,Serverless Computing with AWS Lambda,Interviews with experts about statistics and analytics in college basketball\,Interviews with ESPN's Kirk Goldsberry & Nate Silver on hoops stats,Local experts on stats and analytics for NCAA basketball.,1.0040888786315918,16.63565230369568,1.4096763134002686,0.11575126647949219,19.166953325271606,0.0760195255279541,R_E-3TwL7Sk,0.34789741039276123,false,fK9tqNGBVxw,0.2935994267463684,true,AkmCoELg4OI,0.23033083975315094,true,tgBvxOh4J8o,0.2137366682291031,true,K4GtHftcDLo,0.40381672978401184,true,HpDwB460JaQ,0.2681976556777954,false,pTu0Jtlj5DI,0.2155415266752243,true,jkkQjWkwakg,0.3428954780101776,true,C8zB3avFhak,0.19795966148376465,false,OBlVBzgtyWI,0.30736130475997925,true,YcypWlD8y0s,0.3192131519317627,true,qZ9cfzYNG8U,0.2915974259376526,true,0.44
117,2024-06-18 06:53:19.733,not_blacklisted,8,Reclaiming urban spaces through guerrilla gardening,America's Cup\,America's Cup 2021 New Zealand venue,America's Cup 2021 New Zealand Auckland Regatta,1.9638242721557617,18.633460998535156,1.1575381755828857,0.19233155250549316,21.959415435791016,0.07025885581970215,f_DmJmZ9M6I,0.3019368648529053,true,s4vDvCyYPRI,0.3240370452404022,false,RwuGpxKzVYA,0.3579009175300598,false,DBI7TUXIvyw,0.34875017404556274,false,FJJK6ESQydk,0.3359067440032959,false,DPOgiy8M2dI,0.17446845769882202,false,0KAE0s3CKOY,0.32394275069236755,false,X6Eze31jq6g,0.2525327205657959,false,LphnQsSiXUU,0.35793620347976685,false,PnJ2IOCqsjg,0.18882301449775696,false,08AKj6zHMB4,0.33719784021377563,false,,,,
166,2024-06-18 06:54:20.176,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-18 07:00:53.376,not_blacklisted,8,Techniques in classical painting,Skin care with acids.\,Acid peels in facial treatments,Acid-rich skincare for oily T-zone.,1.0130071640014648,18.96158266067505,1.5017452239990234,0.18985390663146973,21.66806125640869,0.07551455497741699,xOcAROGSHUk,0.22067654132843018,false,Ttka94B3uYE,0.2542627453804016,true,3Eiv0ZH0LvA,0.31225910782814026,true,tsYAGGZVGls,0.1810593456029892,false,piuCxdFGoC4,0.30411195755004883,true,TGWiXeZSnuc,0.29516226053237915,true,ErbajpdM5_A,0.17336484789848328,true,aMOOOMnWG6c,0.33897465467453003,true,Avy8r3umPo8,0.27917346358299255,true,rSvSzDzSCGE,0.2963847219944,true,oa5EUWzkt10,0.23229563236236572,true,f0Nkfvq9h-A,0.2626315951347351,false,0.42
10,2024-06-18 07:04:21.328,not_blacklisted,8,Cultural Significance of Bagpipes,Germanic language and its dialects: history and development\,Old High German and Middle Low German dialects in 10th century Bavaria.,,1.0202105045318604,15.838468790054321,1.2075767517089844,0.20814251899719238,18.276148796081543,0.0748605728149414,NgW44n3fBTU,0.09701569378376007,true,avjW4kaGV6Q,0.25092512369155884,false,OkG9letbiVs,0.2569904625415802,false,gO3BgEct9eU,0.2500569224357605,true,pd3ww-Wq-GQ,0.26480403542518616,false,blgd7pNmFyc,0.10406208038330078,false,fvFpn5GVdQI,0.12853018939495087,false,YvIhR2dxQGI,0.335008442401886,true,pIQhfZ_LDsM,0.1642569899559021,false,oFiEMW4wYPE,0.21540918946266174,false,gMockz7_dBY,0.20279231667518616,true,ZVap3dtEAg0,0.22492940723896027,false,
216,2024-06-18 07:14:10.724,not_blacklisted,8,Classic Looney Tunes characters and their cultural impact,Transport planning: the impact of cars on urban infrastructure\,NYC traffic analysis: Subway vs. Uber in Manhattan's congested streets.,Impact of Tesla Model S on San Francisco urban infrastructure,0.9253959655761719,23.614173650741577,1.15152907371521,0.19256234169006348,25.885260820388794,0.07130289077758789,3LR3DdynDRs,0.22164207696914673,false,INk6uMCl-KQ,0.1287851184606552,true,AcEUfr-_-Lk,0.19018474221229553,false,6DvC_MJIHeI,0.17262844741344452,true,e0nducutL2A,0.1377842128276825,false,Mx00m5y_VIM,0.1791769117116928,false,hmsB8C3jugQ,0.19521482288837433,true,I0loItPQZbY,0.12136603891849518,true,c94l2cTUocs,0.19293861091136932,true,Km1c6e38QJo,0.26403558254241943,true,O0BKoMzX6j4,0.21180950105190277,true,,,,
166,2024-06-18 07:15:50.059,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-18 07:15:50.511,not_blacklisted,8,The tradition of tea ceremonies across the world,Review of waste processing and disposal methods.\,Review recycling practices for plastics at landfill sites in urban areas.,Review of waste processing and disposal methods at Manhattan landfills.,1.0502862930297852,19.71871590614319,1.3749384880065918,0.1394648551940918,22.285048723220825,0.07468581199645996,s-ps_0UFmfI,0.13555634021759033,true,stnf7EZw4Zk,0.2064058780670166,true,EuDrnBIEZBI,0.20204877853393555,true,n0OsGzr8Eq8,0.11679155379533768,true,-CeTIfJ5PSc,0.18242371082305908,true,mHAC64wCNIo,0.3448203504085541,true,Z_8w_ySYtHs,0.3515869677066803,true,YBu064p2q2Q,0.21735642850399017,true,QtbKewpuuko,0.3577105700969696,true,gcLlV79Vs14,0.3113477826118469,true,uME-5LP4KJo,0.25054362416267395,true,8sJrzVn_OD8,0.1958838701248169,true,0.34
166,2024-06-18 07:17:42.818,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 07:19:49.809,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 07:25:38.261,not_blacklisted,8,Securing Web Applications with OAuth2,Ferrari and their unique car personalization projects\,"Request: Create a more specific variation of the topic ""Ferrari and their unique car personalization projects"" using particular names, types, location,",Provide specific requests regarding Ferrari's personalization projects in various scenic locations.,0.9485008716583252,18.280359029769897,1.444739818572998,0.19868707656860352,20.87445569038391,0.07461810111999512,uA5o90_DQaw,0.3168168067932129,false,gQadsH2KkN4,0.27320536971092224,false,bNKti8vfZww,0.19833539426326752,false,qCQkgPj1ct8,0.2731561064720154,false,5fNvttV27lo,0.2582704424858093,false,-w4x6wFzcSg,0.29420870542526245,true,PJBeah1c9yM,0.24380630254745483,true,CmvzGPEwIuA,0.29362308979034424,false,niirFX7AFrI,0.2673990726470947,false,Ty8YEYCh5mQ,0.29197606444358826,true,NehFuR_OFAc,0.22359931468963623,true,YZ0u-beixOM,0.30683404207229614,true,
166,2024-06-18 07:41:17.413,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2024-06-18 07:41:48.916,not_blacklisted,8,Underwater cities and the mysteries of the deep ocean,The influence of the UN Security Council on international relations\,Investigate the implications of UNSC resolutions on Middle Eastern diplomatic negotiations in 2021.,UNSC's impact on international relations in the Middle East.,1.018681526184082,19.955024242401123,1.4135713577270508,0.1144108772277832,22.50353455543518,0.07449769973754883,oj3LlAGCHYA,0.238722026348114,true,qBryX5K-XHY,0.2995249330997467,true,507qs9SKM4c,0.3648507297039032,false,CnVYqVWor9w,0.26222193241119385,true,mcrLU6349mE,0.33091065287590027,true,wFdMh6iPUDQ,0.25763192772865295,false,68mH7iGuNMU,0.2378147393465042,true,bcAX8_imtNs,0.24673059582710266,true,8CZNYqNlXcI,0.2696552574634552,false,G9EzyRbRg1c,0.31384819746017456,false,A-_toUdHxNc,0.30068033933639526,true,Rt2SPH0JBhs,0.22856172919273376,false,
185,2024-06-18 07:43:41.713,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 07:43:43.603,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 07:45:46.896,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 07:48:09.782,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 07:50:44.259,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-06-18 07:53:19.800,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 07:53:31.516,not_blacklisted,8,The impact of Stan Lee on the Marvel Universe,"Lenten desserts for vegans: vegan tiramisu with coconut cream, raspberry brownies, nut raisin balls\","Vegan tiramisu in London, raspberry brownies in Paris, nut raisin balls in Rome.","Vegan Lenten desserts: Tiramisu, Raspberry Brownies, Nut Raisin Balls, Locally",0.9970433712005615,19.161997318267822,1.2063632011413574,0.18681073188781738,21.55372190475464,0.0751497745513916,uX5caD-3OzQ,0.03274434432387352,false,x7Fgmq-3ozQ,0.045746490359306335,true,p2hPC_-3ozQ,0.03545882925391197,true,6dckla-3OzQ,-0.05021752044558525,false,pGmF0X-3OzQ,0.004770487546920776,false,uXqoKE-3OZQ,0.03495845943689346,true,3oZQ-ZbrHFA,0.025139186531305313,false,3OzQ-UCMeao,0.03425932675600052,false,-3OZq-d3JXE,-0.033666037023067474,false,3oZq-0v-e6U,-0.018891718238592148,true,3oZq-cXhCX8,-0.003564224112778902,true,Mfh8G--3OZQ,0.07647908478975296,true,
185,2024-06-18 07:59:50.482,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 08:02:43.596,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2024-06-18 08:09:53.611,not_blacklisted,8,Role of the conductor in an orchestra,Great Hockey Moments in Olympic History\,"Specific Olympic Hockey Moments with Names, Locations, and Scenes",Canada vs. Soviet Union 1972 Game - Hockey's Game of the Century,0.931365966796875,24.04047131538391,1.321718454360962,0.21077418327331543,26.505985260009766,0.07144284248352051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 08:10:44.552,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-06-18 08:15:08.851,not_blacklisted,8,Techniques in modern sculpture,Training programs to improve endurance and strength in biathlon.\,"Specify training program for endurance and strength in biathlon, with emphasis on technique, location, and personalised approach.","Advanced biathlon training program in Oberhof, Germany.",0.9321393966674805,15.880800008773804,1.3056621551513672,0.18856000900268555,18.308822631835938,0.07441163063049316,uX_UAlOD5WE,0.1628037393093109,false,8QwutHWdWkI,0.23367378115653992,false,ysxEJtvxogk,0.2597602903842926,false,iaZsfaIADI4,0.2357412576675415,false,VdS0u4OGy64,0.16493098437786102,false,8ERW4nKpdAg,0.2631571590900421,true,lSEbSa3AWPI,0.21789312362670898,true,ritjd_zatQM,0.24319224059581757,true,DxqQy_VIXuU,0.1918460577726364,true,zJXA9nrY0TI,0.2533864378929138,true,KaKEGzqYXWk,0.207431361079216,true,Dri1xm46-Q4,0.25201356410980225,true,
8,2024-06-18 08:16:46.645,not_blacklisted,8,The cultural impact of Disney,A selection of the best tracks for meditation and relaxation.\,"Create a more specific variation of the topic ""A selection of the best tracks for meditation and relaxation"" using particular names, types, location,",\uc0\u55356 \u57276 Top ambient tunes for mindful relaxation by renowned composers at serene nature spots.,0.43811893463134766,8.12769341468811,0.42049145698547363,0.17205405235290527,9.159509181976318,0.04944133758544922,uC7UdAhKOKo,0.1919982135295868,false,ACmIawAKZDk,0.11820056289434433,true,ln96IDWdrEQ,0.19668975472450256,true,hIEoPbyQ38U,0.13696619868278503,true,m6jLa2pj60E,0.1897815763950348,false,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 08:25:40.967,not_blacklisted,8,Monitoring CPU Temperature,Traveling through the national parks of Latin America\,"How about this: ""Exploring the Andean Parks of Latin America.",,0.9446535110473633,15.059155225753784,1.4293968677520752,0.15630435943603516,17.591214656829834,0.07564187049865723,q9HNWMFfVFA,0.24094033241271973,true,GhEGgbUrFrM,0.22208167612552643,true,pY6taf-N0Sw,0.23069149255752563,true,1N04IfVeNHU,0.24694585800170898,true,OQa9MMhQRUs,0.26884615421295166,true,kGbqvZ1VjfQ,0.1905525028705597,true,K4gn-FzFGoc,0.1348327398300171,true,KapTNwbi4hU,0.261616051197052,true,R3xw1Dc0DmI,0.235408216714859,true,AvK3uEPyv9g,0.2636864185333252,true,tSdrwJWxF6o,0.2460823655128479,true,GP95iiJMtxw,0.1780323088169098,true,0.40
87,2024-06-18 08:30:50.058,not_blacklisted,8,Asynchronous Programming in JavaScript,Spanish bullfighting: tradition and livestock debate.\,"Torero vs. bull: Ronda, Spain, 1958",Pamplona Running of the Bulls: tradition vs. animal welfare,1.0162556171417236,24.798464059829712,1.2212378978729248,0.19587159156799316,27.233601093292236,0.07375264167785645,-6YgxpHFxjI,0.30634036660194397,true,E-NmdrZDWX4,0.35589340329170227,true,LSM6GJnMvJk,0.35733887553215027,false,MHxnRqdqvCA,0.30171436071395874,true,bne11hcmdMo,0.2867269217967987,true,9G9Spm_jsVU,0.2594371438026428,true,5mRAWC5Do5g,0.33046451210975647,true,L9q6wDolOi4,0.33300113677978516,true,EyIPRZUagn0,0.24825072288513184,false,XD2nx6AbD4Q,0.31595438718795776,false,GIq-Oalw44A,0.33204472064971924,true,Y41xWei4350,0.3604544997215271,true,0.43
117,2024-06-18 08:34:04.059,not_blacklisted,8,Techniques for birdwatching,Sports games and activities for children and families\,Family beach volleyball games at sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-18 08:34:27.683,not_blacklisted,8,The history of espionage and intelligence,Ways to reduce your carbon footprint in your everyday life.\,,,0.9706192016601562,17.594674110412598,1.123619556427002,0.20546674728393555,19.896183490753174,0.0747067928314209,l27pHynCPLk,0.20351949334144592,true,owS71OiWqVU,0.2717486619949341,true,izLHCnpJid4,0.2210921049118042,true,1HOUGNQFReE,0.19905731081962585,true,NbjjKvlMMlQ,0.250986784696579,true,OmYkekJViN8,0.17372843623161316,true,Bq9NU_LfFjM,0.23701080679893494,true,BSpOeAlIcqA,0.24272961914539337,true,H9iHmUu7s_g,0.28634387254714966,true,o6ZnT_5gq4E,0.17613324522972107,true,J-6arA_mVis,0.26435887813568115,true,nD_E6-NnOUc,0.13172435760498047,true,0.38
185,2024-06-18 08:38:24.876,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 08:46:07.173,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 08:55:51.915,not_blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-06-18 08:56:36.556,not_blacklisted,8,The art of sand sculpting,Chatbot development\,Designing an advanced AI for space exploration,Efficient dialogues in Chatbot development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-06-18 08:56:49.070,not_blacklisted,8,How to Choose a Beginner Flute,Reviews of popular science channels on YouTube and interesting scientific facts.\,,,1.5909788608551025,17.80676007270813,1.431384563446045,0.18874835968017578,21.019795179367065,0.07541441917419434,_TIcUyua06Q,0.19271808862686157,true,c_ZbMnqoT3U,0.3653622269630432,true,03LUf8RBE5w,0.27780821919441223,true,1HdivHciuhw,0.11444517225027084,true,gsGOwvnpq0c,0.16680607199668884,true,CEQdVLp63hU,0.14522777497768402,true,iA1T69Jisn8,0.25877368450164795,true,BnHfk8TZloE,0.2587442696094513,true,cBvfQW6mVms,0.2844986915588379,true,QnLj-qQwuS0,0.22752340137958527,true,17kzaG4RUGc,0.2453782558441162,true,Xr_MJ-1HSm8,0.21609671413898468,true,0.41
39,2024-06-18 09:03:53.086,not_blacklisted,8,The role of humor in Marvel vs. DC movies,Firearms in film and literature\,"Give me a more specific variation of the topic ""Firearms in film and literature"" using particular names, types, location, or scene, etc., but no longer than 8 words. Avoid using emojis.",,1.004516363143921,17.403356552124023,1.204355239868164,0.13536643981933594,19.74927592277527,0.07472062110900879,m75lFIBftsY,0.15431809425354004,false,18V0DJvPRdI,0.19514399766921997,false,uTYm5joWS5s,0.1218336820602417,false,N7C5r_BfGR8,0.10876251012086868,false,hJG6JUZE0l4,0.25972980260849,false,bgvH4yjlh2U,0.14788460731506348,false,2a8aiVd1Ojg,0.2187027633190155,false,FpoMFU-BGvQ,0.20063595473766327,false,pjHZM0iFjJs,0.175291508436203,false,TTEHVBRnvsE,0.2050512731075287,false,4jBKt1jbipg,0.12930035591125488,false,uvXUiyI6FF4,0.18454840779304504,false,
254,2024-06-18 09:04:51.403,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 09:06:01.133,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2024-06-18 09:07:56.413,not_blacklisted,8,The Hindenburg Disaster,The biggest victories in hockey\,Olympic hockey gold medals by nation,"Hockey victories featuring Ovechkin, Crosby, Tavares, and McDavid.",0.9756529331207275,21.589712858200073,7.9428369998931885,0.2118387222290039,30.732901096343994,0.07004046440124512,ffyKf3ubZTM,0.25956007838249207,false,UKUlAmJpK00,0.27026909589767456,true,Zv_1wRFbKz8,0.27143704891204834,false,wZ8df_LWZzI,0.30515509843826294,true,auQCiyGuLbA,0.25210142135620117,false,Cf4PrN19rEo,0.2749382555484772,false,2-QC6qzli24,0.252239465713501,false,NhtmHY8xpqc,0.26430320739746094,false,BH4z1k0dxbo,0.25596702098846436,true,Re6zllV3Duc,0.34639817476272583,true,Gxz4QdSvz3s,0.14431175589561462,true,,,,
185,2024-06-18 09:10:51.771,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-06-18 09:21:01.357,not_blacklisted,8,SQL Database Optimization,The best recipes for spring.\,Best Italian spring pasta dishes.,5 top Italian spring pasta dishes,1.016165018081665,15.730866193771362,12.658895254135132,0.1343848705291748,29.552180528640747,0.0737314224243164,uOupqXGDj_Y,0.12845082581043243,false,N4wKZYBSREw,0.13358040153980255,false,SdFoDb5eOFM,0.13136856257915497,false,guU1YztHDT4,0.15824492275714874,true,exzJ29KsutA,0.07697412371635437,false,SWRhqXtGovA,0.1170295774936676,false,gfmYaxM-E5w,0.05544150993227959,true,z9G6xQ5C5r4,0.16010256111621857,true,f_8u7JnYA_M,0.21136483550071716,true,fxo9e9Slil4,0.2054053246974945,true,Wh_rKjL1B4I,0.11610322445631027,false,M2hyYmkqtmY,0.13255718350410461,false,
166,2024-06-18 09:30:20.466,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,2024-06-18 09:37:16.668,not_blacklisted,8,The Art of Luthiery (Instrument Making),Architectural forms and their functional purpose\,Gothic cathedrals and their structural support.,Greek temples' impact on Renaissance architecture.,1.0405066013336182,22.474618911743164,1.139718770980835,0.178114652633667,24.834587335586548,0.07892990112304688,JK84B2fwlAI,0.20287956297397614,false,NXcQ2UGwX4s,0.11414025723934174,false,ROC92OuV3zw,0.1545131355524063,false,yDLcVSz8-d0,0.1313813179731369,false,cYJAxrX6V7Y,0.18061339855194092,true,n_f9vM7KRJs,0.15462210774421692,false,tiqVsWeSBqQ,0.1881909817457199,false,JfcRSPtlNbg,0.19202487170696259,false,S18E4Kfzd4U,0.2375008761882782,true,b_yuDoA-kMs,0.19599422812461853,false,JP6fLjvLxq8,0.22036051750183105,true,nuIOw1dk_Fc,0.18577006459236145,false,
185,2024-06-18 09:41:31.552,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-06-18 09:46:35.298,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,2024-06-18 09:58:31.327,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2024-06-18 10:04:39.947,not_blacklisted,8,Famous Pianists in Classical Music,Science and biotechnology\,Genetics lab in Cambridge,,1.0265519618988037,16.804871082305908,13.793172836303711,0.20917272567749023,31.835505962371826,0.07548022270202637,uSGaTHt-mbk,0.2964925765991211,true,wK0QPM5DMWI,0.204947829246521,true,eGJXdtYnRp4,0.16139879822731018,false,ScA_4y5Vd6s,0.093484066426754,false,fcv-iCWTzU4,0.18400844931602478,true,l6LEEcQ9r1c,0.22352328896522522,false,moutv-1O_bI,0.2609388530254364,false,kctPg3igOO8,0.23056428134441376,true,XNPHyurLoT8,0.21536025404930115,false,rqNSE_KDP44,0.18332678079605103,true,aswzOhs1q7o,0.1774379462003708,true,9FwU4J7lIJE,0.1339382827281952,false,
166,2024-06-18 10:07:38.581,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-18 10:08:10.878,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,2024-06-18 10:11:41.221,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,2024-06-18 10:14:29.010,not_blacklisted,8,Futuristic transportation concepts,Interviews with military doctors about medical innovations and technologies.\,Interviews with military medics in Afghanistan on advancements in battlefield trauma care.,U.S. Army interview on battlefield medtech advancements.,0.9813253879547119,16.973511695861816,1.5224292278289795,0.18354296684265137,19.66268301010132,0.07403302192687988,CEh3p51NaYk,0.3009735345840454,true,5jLVwLZU3Xw,0.33476537466049194,true,GmkiNamyBXs,0.30420243740081787,false,oCKDL0eLXj4,0.3589382767677307,true,KCoH9wT01fg,0.3148261606693268,true,72vwa4Y1kBQ,0.2757541835308075,false,aNtLDElw_6w,0.35659512877464294,false,rfNYjvyO2xY,0.25325947999954224,true,IWL7d-FDeyg,0.3161797523498535,true,giEsIvbhEmM,0.2601940631866455,true,0k43yN52L8E,0.3185800015926361,true,vYvHqwPytUY,0.31786906719207764,true,0.43
166,2024-06-18 10:17:40.367,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2024-06-18 10:23:22.512,blacklisted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
